Org ID,Organization Name,All Registration Steps Completed before the Deadline?,Reg Form Progress,"Number of ""Pending bCourse"" (Completed Signatory Agreement but not bCourse)","Number of finalized Signatories (Completed both Agreement and bCourse 
(Need 4 to 8)",Org Type,Callink page,Callink Advisor
91797,"Arleigh Williams Society, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/arleighwilliamssociety,Deepak Sharma
137292,Armenian Law Students Association,No,Not Started,0,1,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ALSA,Dylan Howser
45865,Armenian Student Association,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/armenianstudentsassociation,Alejandro Muro
304116,Army Color Guard,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/armycolorguard,Deepak Sharma
91404,Army ROTC,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/armyrotc,Millicent Morris-Chaney
123483,Army ROTC Cadet Club,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/armyrotccadetclub,Deepak Sharma
91798,Arnold Air Society,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/arnoldairsociety,Deepak Sharma
221627,Art and Mind,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/artandmind,Alejandro Muro
117411,Art For Social Change,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/UCBerkeleyAFSC,Millicent Morris-Chaney
45996,Art of Living,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/artoflivingclub,Alejandro Muro
222218,Art Practice at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/apb,Alejandro Muro
45866,Art Student's Union,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/artstudentsunion,Alejandro Muro
91785,Art Therapy Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/arttherapyclub,Alejandro Muro
91376,ArtFocus,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/artfocus,Alejandro Muro
46731,Artists in Resonance,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/artistsinresonance,Alejandro Muro
302874,Arts and Innovation Advocates,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/artsandinnovationadvocates,Dylan Howser
325656,Arts and Innovation Representation,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/artsandinnovationrepresentation,Dylan Howser
54272,Arzagank,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/arzagank,Alejandro Muro
325652,ASCE Sustainable Solutions,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ASCEsustainablesolutions,Deepak Sharma
46448,ASCEND,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ascend,Deepak Sharma
45867,"Asha for Education, Berkeley",Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/Asha,Millicent Morris-Chaney
91422,Asia Business Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/asiabusinessclub,Deepak Sharma
45869,Asia Pacific Commerce Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/asiapacificcommerceassociation,Deepak Sharma
135402,Asian & Pacific Islander Women’s Circle,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/APIWC,Dylan Howser
91423,Asian American and Pacific Islander Health Research Group,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/aapihrg,Alejandro Muro
45870,Asian American Association,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/asianamericanassociation,Alejandro Muro
91424,Asian American Christian Fellowship,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/AACF,Millicent Morris-Chaney
91425,Asian American Donor Program (AADP) at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/aadp,Alejandro Muro
46298,Asian American Law Journal,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/AALJ,Dylan Howser
324686,Asian American Literature Club,No,Approved,0,3,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/asianamericanliteratureclub,Alejandro Muro
302687,Asian American Outreach Services,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/asianamericanoutreachservices,Millicent Morris-Chaney
91427,Asian American Performance Festival,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/asianamericanperformancefestival,Alejandro Muro
46451,Asian American Public Leaders,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/asianamericanpublicleaders,Alejandro Muro
46744,Asian American Research Journal,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/asianamericanresearchjournal,Millicent Morris-Chaney
46001,Asian Americans Reaching Out to the Community,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/asianamericansreachingoutinthecommunity,Millicent Morris-Chaney
46428,Asian Community Wellness Coalition ,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/asiancommunitywellnesscoalition,Alejandro Muro
91429,Asian Law Society,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/asianlawsociety,Deepak Sharma
45872,Asian Pacific American Coalition,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/asianpacificamericancoalition,Alejandro Muro
46301,Asian Pacific American Law Students Association,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/apalsa,Dylan Howser
236545,Asian Pacific American Pre-Law Association,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/AsianPacificAmericanPre-LawAssn,Alejandro Muro
91431,Asian Pacific Consulting Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/apca,Deepak Sharma
160696,Asian Pacific Islander Social Worker Caucus ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/APISWC,Dylan Howser
91432,Asian Pacific Islanders American Public Affairs - Collegiate Council Chapter,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/apapa-ccc,Alejandro Muro
91877,Asians With A Cause,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/asianswithacause,Millicent Morris-Chaney
325653,"Asians, Asian Americans, Native Hawaiians, and Pacific Islanders in Public Policy ",Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/AAANHPIiPP,Dylan Howser
65796,Asociacion de Chilenos en Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/AdCB,Dylan Howser
220146,Asset Management at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/AMB,Deepak Sharma
220493,"Assistants, Therapists, And Practitioners at Berkeley",Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/atp,Deepak Sharma
91856,Associated Graduates in Near Eastern Studies,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/agnes,Dylan Howser
46564,Association for India's Development,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/associationforindiasdevelopment,Millicent Morris-Chaney
160639,Association for India's Development at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/AIDatBerkeley,Millicent Morris-Chaney
45873,Association for Muslim Professional Development,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/associationformuslimprofessionaldevelopment,Deepak Sharma
91682,Association for Socially Responsible Business,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/AssociationforSociallyResponsibleBusiness,Deepak Sharma
91799,Association of Chinese Entrepreneurs at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ace,Deepak Sharma
91220,Association of Environmental and Engineering Geologists at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/aeeg,Deepak Sharma
160879,Association of Environmental Professionals - Student Chapter,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/AssociationofEnvironmentalProfessionals,Deepak Sharma
220977,Association of Korean Artists,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/associationofkoreanartists,Alejandro Muro
76199,Association of Latino Professionals in Finance and Accounting of Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ALPFABerkeleyChapter,Deepak Sharma
45874,Association of Psychology Undergraduates,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/associationofpsychologyundergraduates,Deepak Sharma
46302,Association of Public Health Infectious Disease Students at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/aphidsatberkeley,Dylan Howser
45875,Association of South Asian Political Activists,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/associationofsouthasianpoliticalactivists,Millicent Morris-Chaney
324700,"Astronomers for Inclusion, Diversity, and Equity",Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/aide,Dylan Howser
45876,Astronomical Society of Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/astronomicalsocietyofberkeley,Deepak Sharma
46378,Astronomy Student Society,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gaastronomystudentsociety,Dylan Howser
46740,ASUC Green Certification Program,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/asucgreencertificationprogram,
46069,Atheists and Skeptics Society at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/bass,Millicent Morris-Chaney
91889,Athletes in Action at Berkeley,No,Approved,0,3,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/athletesinaction,Millicent Morris-Chaney
92146,Atmospheric Science Association of Berkeley ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/atmos,Deepak Sharma
332711,Atrium,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/atrium,Millicent Morris-Chaney
46608,ATTIC: A Journal of the Arts,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/atticajournalofthearts,Dylan Howser
122592,AUM: A Unifying Meditation,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/aum,Millicent Morris-Chaney
219670,Aurora Consulting,No,Not Started,0,1,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/auroraconsulting,Deepak Sharma
157733,Aurum Cosmetics,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/AurumCosmetics,Deepak Sharma
160697,Autofocus,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/autofocus,Alejandro Muro
91263,Autonomous Motion at California,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Autonomous_Motion_at_California,Deepak Sharma
140594,Ayn Rand Entrepreneurship Club,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/ucbarec,Deepak Sharma
91708,Azaad,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/azaad,Alejandro Muro
91438,Azerbaijani Cultural and Student Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/acsa,Alejandro Muro
45898,"B-Live Forum Group, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/bliveforumgroupthe,Alejandro Muro
46685,"B-Side, The",Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/b-side,Millicent Morris-Chaney
159833,b.makerspace,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/bmakerspace,Deepak Sharma
92067,BACC Campus,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/bacccampus,Millicent Morris-Chaney
158845,Backgammon League of Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/backgammon,Millicent Morris-Chaney
220482,Bail Reform at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/bailreform,Millicent Morris-Chaney
45878,"Baking Club of Berkeley, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/bakingclubofberkeleythe,Millicent Morris-Chaney
46565,Ballet Company at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/balletcompanyatberkeley,Alejandro Muro
91710,Ballet Folklorico Reflejos De Mexico,Yes,Approved,0,7,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/balletfolkloricoreflejosdemexico,Alejandro Muro
91712,Ballroom House,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ballroomhouse,Alejandro Muro
160880,Bam d'Afrique,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/bamdafrique,Alejandro Muro
